project_id	title	org	act_code	short	long	recipient
50073117	Equity Investment	Germany	99810.01	EQUITY INVESTMENT	Equity Investment	Pakistan

53500683	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Peru

53459485	Political Officer	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Designing and implementation of projects (peaceful settlements of conflicts) / Monitoring, Reporting, Analysis of political developments	Georgia

53459485	Political Officer	Germany	15140.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Designing and implementation of projects (peaceful settlements of conflicts) / Monitoring, Reporting, Analysis of political developments	Georgia

53460342	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Stärkung der Zivilgesellschaft	Mali

53463533	SUPPORT TO INTERNATIONAL FOREST-RELATED PROGRAMS (IWRP)	Germany	31210.01	SUPPORT TO INTERNATIONAL FOREST-RELATED PROGRAMS (IWRP)		

53464624	EMERGENCY/DISTRESS RELIEF	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Chad

53485263	Administrative Vocational Training in the Federal Republic of Germany 2005-2008	Germany	11330.01	GOVERNMENT ADMINISTRATION	Administrative Vocational Training in the Federal Republic of Germany 2005-2008	Albania

53485263	Administrative Vocational Training in the Federal Republic of Germany 2005-2008	Germany	15140.01	GOVERNMENT ADMINISTRATION	Administrative Vocational Training in the Federal Republic of Germany 2005-2008	Albania

53486665	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Benin

53507969		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Yemen

53526731		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Burkina Faso

53559120	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Colombia

53559120	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Colombia

53562586	Development Policy Forum 2007	Germany	15110.01	DEVELOPMENT POLICY FORUM 2007	Development Policy Forum 2007	

53563132	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		China

53563132	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		China

53566168	Promoting Independent Media in Subsahara Africa, Asia, and the Middle East	Germany	15150.08	PROMOTING INDEPENDENT MEDIA IN SUBSAHARA AFRICA, ASIA, AND THE MIDDLE EAST	Sektorprogramm Medienförderung	Togo

53528443	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Gabon

53529881	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Serbia

53032115	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Ethiopia

53059033	Empowerment of young fatah leaders	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Training sessions, group influence, self-motivation, motivation of personnel, time and stress management, teamwork, conflict resolution, bourgeoisie, accountability, definition of democracy	Palestinian Adm. Areas

52980730	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Congo, Democratic Republic of

52980730	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Congo, Democratic Republic of

52985170	ETHISCHE NORMEN UND STANDARDS	Germany	99810.01	ETHIC NORMS AND STANDARDS		Ethiopia

52999953	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Uzbekistan

53001083	STAERKUNG UMWELTBEHOERDE FATMA, SANTA CATARINA	Germany	15110.01	ECONOMIC & DVPT POLICY/PLANNING		Brazil

53001083	STAERKUNG UMWELTBEHOERDE FATMA, SANTA CATARINA	Germany	15110.05	ECONOMIC & DVPT POLICY/PLANNING		Brazil

53001668	ENTW. UND ERPROB. VON KONSERVIERUNGSTECHN. F. KUNST- UND KULTURGUETER	Germany	16010.07	CULTURE AND RECREATION		China

53595278	QUALIFIZIERUNG ZUR VERBESSERUNG PARTIZIPATIVER ENTSCHEIDUNGSPROZESSE IN GENOSSENSCHAFTEN	Germany	31191.01	AGRICULTURAL CO-OPERATIVES		Brazil

53595278	QUALIFIZIERUNG ZUR VERBESSERUNG PARTIZIPATIVER ENTSCHEIDUNGSPROZESSE IN GENOSSENSCHAFTEN	Germany	31191.04	AGRICULTURAL CO-OPERATIVES		Brazil

53606449		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Congo, Democratic Republic of

53588889	UNTERSTUETZUNG BEIM AUFBAU DES STAATSRECHNUNGSHOFES	Germany	15120.01	PUBLIC SECTOR FINANCIAL MANAGEMENT		Viet Nam

53613838	Implementation of the project Protection of Children of Kiev Our kids.	Germany	16010.05	STRENGTHENING CIVIL SOCIETY	Implementierung des Projekts Schutz der Kinder von Kiew Our Kids .	Ukraine

53613838	Implementation of the project Protection of Children of Kiev Our kids.	Germany	91010.01	STRENGTHENING CIVIL SOCIETY	Implementierung des Projekts Schutz der Kinder von Kiew Our Kids .	Ukraine

53614421	AH FOR FOREIGN ARMED FORCES	Germany	99810.01	AH FOR FOREIGN ARMED FORCES		Afghanistan

53267247	young.euro.classic 2008	Germany	16010.07	CULTURE AND RECREATION	Exchange program for German and Chinese musicians	China

53305062	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Cape Verde

53283129	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Namibia

53285032	Fishing policy and administrative management	Germany	31310.01	FISHING POLICY AND ADMIN. MANAGEMENT	Fischereipolitik und -verwaltung	Philippines

53285032	Fishing policy and administrative management	Germany	31310.02	FISHING POLICY AND ADMIN. MANAGEMENT	Fischereipolitik und -verwaltung	Philippines

53296855	DEZENTRALES MANAGEMENT	Germany	15140.03	DECENTRALISED MANAGEMENT		Burkina Faso

53301912	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cuba

53301912	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Cuba

53342694	Statistical Information Systems for Sustainable Development in Sub-Sahara Africa	Germany	16010.08	STATISTICAL CAPACITY BUILDING	Statistical Information Systems for Sustainable Development in Sub-Sahara Africa	Burundi

53354686	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Palestinian Adm. Areas

53363097	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Palestinian Adm. Areas

53363097	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Palestinian Adm. Areas

53330126	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Mongolia

53339780	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		Algeria

53334371	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Kyrgyz Republic

53393421	PROMOTION OF TOLERANT AND COOPERATIVE COLLABORATION AT COMMUNITY LEVEL	Germany	15150.07	PROMOTION OF TOLERANT AND COOPERATIVE COLLABORATION AT COMMUNITY LEVEL		Tajikistan

53393421	PROMOTION OF TOLERANT AND COOPERATIVE COLLABORATION AT COMMUNITY LEVEL	Germany	15150.02	PROMOTION OF TOLERANT AND COOPERATIVE COLLABORATION AT COMMUNITY LEVEL		Tajikistan

53686218	Joint Action 2002/210/CFSP Police Mission of the European Union (EUPM)	Germany	15130.06	JOINT ACTION 2002/210/CFSP POLICE MISSION OF THE EUROPEAN UNION (EUPM)	Joint Action 2002/210/CFSP Police Mission of the European Union (EUPM)	Bosnia-Herzegovina

53636767	Capacity building for sustainable eco-farming at upper regions of Sta. Catarina	Germany	31120.01	AGRICULTURAL EXTENSION	Capacity building for sustainable eco-farming at upper regions of Sta. Catarina	Brazil

53636767	Capacity building for sustainable eco-farming at upper regions of Sta. Catarina	Germany	31181.02	AGRICULTURAL EXTENSION	Capacity building for sustainable eco-farming at upper regions of Sta. Catarina	Brazil

53633501	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Germany	51010.03	STRENGTHENING CIVIL SOCIETY	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Brazil

53633501	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Germany	15140.04	STRENGTHENING CIVIL SOCIETY	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Brazil

53676299	Reconstruction, nation-building	Germany	73010.04	RECONSTRUCTION, NATION-BUILDING	Reconstruction, nation-building	Afghanistan

53628315		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Benin

53934444		Germany	72010.01	HUMANITARIAN AID		Tonga

53938101	Agricultural land resources	Germany	31130.01	AGRICULTURAL LAND RESOURCES	Agricultural land resources	Tajikistan

53952434	SELBSTHILFEFONDS	Germany	15150.01	STRENGTHENING CIVIL SOCIETY		India

53942032	FED. STATES CONTRIB.: RESEARCH	Germany	43082.01	FED. STATES CONTRIB.: RESEARCH		South Africa

52763089	Call Cutta	Germany	16010.07	CULTURE AND RECREATION	Call Cutta	India

52707349	German Election Observers for OSCE-observation of the paliamentary elections	Germany	15150.06	ELECTIONS	German Election Observers for OSCE-observation of the paliamentary elections	Kyrgyz Republic

52712527	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Georgia

52812806	humanitarian aid	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	humanitarian aid	Guinea

52825423	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Malawi

52839628	Integrated development and support for coffee-plants	Germany	31120.07	INTEGRATED DEVELOPMENT AND SUPPORT FOR COFFEE-PLANTS	Integrated development and support for coffee-plants	Peru

52796501		Germany	31120.01	AGRICULTURAL DEVELOPMENT		Brazil

52800238	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Chad

53203241	police training and equipment assistance	Germany	15130.03	POLICE TRAINING AND EQUIPMENT ASSISTANCE	Rise of the efficiency of police authorities with crime fight and border security, support of rule of law and democracy	Dominican Republic

53203241	police training and equipment assistance	Germany	15150.05	POLICE TRAINING AND EQUIPMENT ASSISTANCE	Rise of the efficiency of police authorities with crime fight and border security, support of rule of law and democracy	Dominican Republic

53203241	police training and equipment assistance	Germany	15130.06	POLICE TRAINING AND EQUIPMENT ASSISTANCE	Rise of the efficiency of police authorities with crime fight and border security, support of rule of law and democracy	Dominican Republic

53252624	Reintegration an Emigration Programme for Asylum Seekers in Germany	Germany	72010.01	REINTEGRATION AN EMIGRATION PROGRAMME FOR ASYLUM SEEKERS IN GERMANY	Reintegration an Emigration Programme for Asylum Seekers in Germany; Government assisted Repatriation Programme	

53221107	STRENGTHENING CIVIL SOCIETY	Germany	43040.01	SUPPORT OF SH-STRUCTURES AND INDEPENDENCE OF RURAL AREAS (IDAS III)		Yemen

53221107	STRENGTHENING CIVIL SOCIETY	Germany	15150.01	SUPPORT OF SH-STRUCTURES AND INDEPENDENCE OF RURAL AREAS (IDAS III)		Yemen

53221613	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	South Africa

53229047	to cooperate int. as contribution to the global governance architecture	Germany	15140.04	TO COOPERATE INT. AS CONTRIBUTION TO THE GLOBAL GOVERNANCE ARCHITECTURE	Strengthening of the ability to cooperate internationally as a contribution to the global governance architecture	Malawi

53217759	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Malawi

53717245	STABILITY PACT FOR SOUTH EASTERN EUROPE	Germany	15220.01	STABILITY PACT FOR SOUTH EASTERN EUROPE		Serbia

53718956	Governance, Participation and pro-poor budgeting in PRSP-Processes	Germany	16010.02	GOVERNANCE, PARTICIPATION AND PRO-POOR BUDGETING IN PRSP-PROCESSES	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Tanzania

53718956	Governance, Participation and pro-poor budgeting in PRSP-Processes	Germany	15140.04	GOVERNANCE, PARTICIPATION AND PRO-POOR BUDGETING IN PRSP-PROCESSES	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Tanzania

53718956	Governance, Participation and pro-poor budgeting in PRSP-Processes	Germany	15150.02	GOVERNANCE, PARTICIPATION AND PRO-POOR BUDGETING IN PRSP-PROCESSES	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Tanzania

53724283	congress participations of InWEnt-alumni	Germany	16050.01	CONGRESS PARTICIPATIONS OF INWENT-ALUMNI	congress participations of InWEnt-alumni	Peru

53749028	DIALOGE 2005	Germany	99810.01	DIALOG 2064		Honduras

53758054	Support of the agricultural co-operative in Banja Luka	Germany	31191.04	AGRICULTURAL CO-OPERATIVES	Support of the agricultural co-operative in Banja Luka	Bosnia-Herzegovina

53714636	Government administration	Germany	15140.01	GOVERNMENT ADMINISTRATION	Öffentlicher Sektor	Zambia

53737412	Administrative Vocational Training in Germany	Germany	11330.02	ADMINISTRATIVE VOCATIONAL TRAINING IN GERMANY	Administrative Vocational Training in the Federal Republic of Germany 2005-2007	Cambodia

53747007	Sale of timber on the base of sustainable management of natural forests	Germany	31291.02	FORESTRY DEVELOPMENT	Vermarktung von Holz aus nachhaltiger Naturwaldbewirtschaftung	Chile

53747007	Sale of timber on the base of sustainable management of natural forests	Germany	41010.02	FORESTRY DEVELOPMENT	Vermarktung von Holz aus nachhaltiger Naturwaldbewirtschaftung	Chile

52697616		Germany	15150.08	FREE FLOW OF INFORMATION	Arabische Redaktion	

52913025		Germany	15150.01	BMZ TC: CIVIL SOCIETY		Kenya

52927234	Civilian peace-building, conflict prevention and resolution	Germany	15220.01	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Civilian peace-building, conflict prevention and resolution	Mozambique

52938609	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	31105.01	FED. STATES CONTRIB.: AGRICULTURE		India

52959547	Promotion of self-help-organisations in Africa	Germany	16010.01	PROMOTION OF SELF-HELP-ORGANISATIONS IN AFRICA	Promotion of self-help-organisations in Africa	

52971036	DEMINING	Germany	15250.01	DEMINING		Sudan

52946893	TOWARDS A SUSTAINABLE, FAIR AND EQUITABLE GLOBALISATION	Germany	99810.01	TOWARDS A SUSTAINABLE, FAIR AND EQUITABLE GLOBALISATION		

52951532	Socio-political Consultancy in East-Central Europe	Germany	15110.01	SOCIO-POLITICAL CONSULTANCY IN EAST-CENTRAL EUROPE	Gesellschaftspolitische Beratung in Mittelosteuropa	

52951532	Socio-political Consultancy in East-Central Europe	Germany	15110.03	SOCIO-POLITICAL CONSULTANCY IN EAST-CENTRAL EUROPE	Gesellschaftspolitische Beratung in Mittelosteuropa	

52951532	Socio-political Consultancy in East-Central Europe	Germany	16010.01	SOCIO-POLITICAL CONSULTANCY IN EAST-CENTRAL EUROPE	Gesellschaftspolitische Beratung in Mittelosteuropa	

52743264	humanitarian aid	Germany	72010.01	EMERGENCY/DISTRESS RELIEF	humanitarian aid	Sudan

52749652	EMERGENCY/DISTRESS RELIEF	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Guinea

53098370		Germany	16010.01	Social/welfare services		

53108916	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Ethiopia

53111133	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Ghana

53076235	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Brazil

53077095	FOREIGN CULTURAL RELATIONS	Germany	16010.07	CULTURE AND RECREATION	FOREIGN CULTURAL RELATIONS	Niger

53089445	PROMOTION OF FARMERS' ORGANISATIONS	Germany	31191.04	PROMOTION OF FARMERS' ORGANISATIONS		Cameroon

53125229	DIALOGE 2005	Germany	99810.01	DIALOG 2031		

53061526	Purchase of building and property/home for war orphans	Germany	16010.11	SOCIAL/WELFARE SERVICES	Purchase of building and property/home for war orphans	Burundi

53061526	Purchase of building and property/home for war orphans	Germany	16010.05	SOCIAL/WELFARE SERVICES	Purchase of building and property/home for war orphans	Burundi

53061526	Purchase of building and property/home for war orphans	Germany	16010.01	SOCIAL/WELFARE SERVICES	Purchase of building and property/home for war orphans	Burundi

53130094	WIRTSCHAFTSENTWICKLUNG SADC	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING		Zambia

53131028	FORESTRAL DEVELOPMENT OF THE CHURIA-FORESTS	Germany	31220.01	FORESTRAL DEVPT, CHURIA-FORESTS		Nepal

53084575	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Chile

53396144	RURAL CREDIT PROGRAMME	Germany	24030.03	PERSONAL LOANS FOR RURAL INVESTMENT		Viet Nam

53396144	RURAL CREDIT PROGRAMME	Germany	43040.01	PERSONAL LOANS FOR RURAL INVESTMENT		Viet Nam

53398559	preparatory activities for new projects	Germany	99810.01	PREPARATORY ACTIVITIES FOR NEW PROJECTS	Sonderposition Beratung und Vorbereitung	

53401992	FOREIGN CULTURAL RELATIONS	Germany	16010.07	FOREIGN CULTURAL RELATIONS	FOREIGN CULTURAL RELATIONS	Cambodia

53404918	Capacity Building on Social and Cultural Affairs, cross country,/KOINOIA (continued)	Germany	16010.03	STRENGTHENING CIVIL SOCIETY	Capacity Building on Social and Cultural Affairs, cross country,/KOINOIA (continued)	Brazil

53404918	Capacity Building on Social and Cultural Affairs, cross country,/KOINOIA (continued)	Germany	16010.07	STRENGTHENING CIVIL SOCIETY	Capacity Building on Social and Cultural Affairs, cross country,/KOINOIA (continued)	Brazil

53404918	Capacity Building on Social and Cultural Affairs, cross country,/KOINOIA (continued)	Germany	16010.01	STRENGTHENING CIVIL SOCIETY	Capacity Building on Social and Cultural Affairs, cross country,/KOINOIA (continued)	Brazil

53406320	LEGAL AND JUDICIAL DEVELOPMENT	Germany	15130.01	LEGAL AND JUDICIAL DEVELOPMENT		Kazakhstan

53438778	In-plant Human Resource Management and Vocational Training in China	Germany	11330.01	IN-PLANT HUMAN RESOURCE MANAGEMENT AND VOCATIONAL TRAINING IN CHINA	In-plant Human Resource Management and Vocational Training in China	China

53438778	In-plant Human Resource Management and Vocational Training in China	Germany	11105.01	IN-PLANT HUMAN RESOURCE MANAGEMENT AND VOCATIONAL TRAINING IN CHINA	In-plant Human Resource Management and Vocational Training in China	China

53446286	STABILITY PACT FOR SOUTH EASTERN EUROPE	Germany	15220.01	STABILITY PACT FOR SOUTH EASTERN EUROPE		Serbia

53448272		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Kenya

53435860	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Afghanistan

53421656	INTERNATIONAL AGRICULTURAL RESEARCH	Germany	31182.01	INTERNATIONAL AGRICULTURAL RESEARCH		

53964971	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Mexico

53964971	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Mexico

53982677	Rise of the efficiency of police authorities with the crime fight and border security, support of rule of law and democracy	Germany	15210.01	GOVERNMENT ADMINISTRATION	Rise of the efficiency of police authorities with the crime fight and border security, support of rule of law and democracy	Kazakhstan
